iter	Passed	Remaining
490	1625	4994
491	1628	4991
492	1631	4986
493	1634	4983
494	1638	4980
495	1641	4977
496	1644	4973
497	1647	4968
498	1651	4967
499	1654	4964
500	1658	4960
501	1661	4957
502	1664	4953
503	1668	4953
504	1673	4954
505	1677	4954
506	1681	4951
507	1683	4945
508	1687	4944
509	1692	4943
510	1695	4941
511	1699	4938
512	1702	4934
513	1705	4931
514	1709	4928
515	1711	4923
516	1715	4919
517	1718	4917
518	1722	4914
519	1725	4909
520	1728	4905
521	1731	4901
522	1733	4896
523	1737	4893
524	1740	4889
525	1743	4886
526	1746	4882
527	1749	4878
528	1752	4873
529	1756	4871
530	1759	4868
531	1763	4866
532	1766	4861
533	1770	4860
534	1773	4857
535	1777	4854
536	1780	4851
537	1784	4848
538	1787	4846
539	1790	4842
540	1794	4839
541	1797	4835
542	1800	4830
543	1804	4829
544	1807	4826
545	1811	4823
546	1815	4821
547	1818	4817
548	1821	4815
549	1826	4815
550	1830	4814
551	1833	4810
552	1837	4807
553	1840	4804
554	1843	4800
555	1847	4797
556	1850	4795
557	1855	4793
558	1858	4790
559	1862	4788
560	1865	4784
561	1868	4781
562	1871	4776
563	1874	4773
564	1878	4771
565	1882	4769
566	1886	4766
567	1888	4761
568	1891	4757
569	1895	4756
570	1899	4752
571	1902	4748
572	1905	4745
573	1908	4741
574	1911	4738
575	1915	4734
576	1918	4732
577	1922	4730
578	1925	4726
579	1929	4722
580	1932	4719
581	1935	4715
582	1938	4712
583	1942	4709
584	1945	4705
585	1948	4701
586	1951	4698
587	1955	4695
588	1958	4691
589	1961	4688
590	1964	4684
591	1968	4680
592	1971	4676
593	1974	4672
594	1977	4670
595	1981	4666
596	1984	4663
597	1987	4659
598	1990	4656
599	1994	4653
600	1997	4649
601	2000	4646
602	2004	4644
603	2008	4643
604	2012	4639
605	2015	4636
606	2019	4634
607	2023	4631
608	2027	4630
609	2031	4628
610	2035	4626
611	2038	4623
612	2042	4621
613	2046	4619
614	2049	4615
615	2052	4611
616	2056	4608
617	2058	4604
618	2061	4600
619	2065	4596
620	2068	4592
621	2072	4590
622	2075	4587
623	2078	4583
624	2081	4578
625	2083	4573
626	2087	4570
627	2091	4568
628	2094	4565
629	2098	4562
630	2101	4559
631	2104	4555
632	2107	4550
633	2109	4546
634	2113	4543
635	2117	4540
636	2121	4538
637	2125	4536
638	2128	4533
639	2131	4530
640	2135	4527
641	2138	4522
642	2140	4518
643	2144	4515
644	2147	4510
645	2150	4507
646	2154	4505
647	2157	4501
648	2160	4498
649	2164	4496
650	2168	4492
651	2170	4488
652	2174	4484
653	2177	4481
654	2181	4478
655	2184	4474
656	2186	4470
657	2189	4466
658	2193	4462
659	2196	4459
660	2200	4457
661	2203	4454
662	2207	4451
663	2210	4447
664	2213	4444
665	2217	4442
666	2220	4437
667	2223	4433
668	2227	4430
669	2230	4427
670	2233	4423
671	2236	4418
672	2239	4415
673	2242	4412
674	2246	4409
675	2249	4405
676	2253	4403
677	2256	4399
678	2259	4395
679	2262	4391
680	2264	4386
681	2268	4383
682	2272	4381
683	2274	4376
684	2277	4372
685	2281	4370
686	2285	4367
687	2288	4363
688	2291	4359
689	2294	4355
690	2297	4352
691	2300	4349
692	2303	4344
693	2306	4341
694	2310	4338
695	2313	4334
696	2317	4332
697	2321	4329
698	2324	4326
699	2327	4322
700	2331	4320
701	2335	4318
702	2339	4316
703	2343	4314
704	2348	4313
705	2353	4312
706	2357	4311
707	2360	4307
708	2363	4303
709	2366	4300
710	2370	4296
711	2373	4293
712	2376	4289
713	2379	4285
714	2382	4281
715	2385	4277
716	2388	4273
717	2392	4271
718	2395	4268
719	2398	4264
720	2402	4261
721	2405	4257
722	2408	4254
723	2411	4250
724	2416	4250
725	2419	4246
726	2422	4242
727	2425	4238
728	2429	4235
729	2432	4232
730	2435	4228
731	2438	4224
732	2442	4221
733	2445	4218
734	2448	4214
735	2452	4211
736	2455	4207
737	2458	4203
738	2461	4200
739	2465	4197
740	2468	4193
741	2472	4191
742	2475	4188
743	2479	4185
744	2481	4181
745	2485	4177
746	2487	4172
747	2490	4169
748	2494	4166
749	2497	4162
750	2500	4159
751	2504	4155
752	2507	4152
753	2510	4149
754	2514	4145
755	2516	4141
756	2520	4138
757	2523	4135
758	2526	4131
759	2530	4128
760	2534	4125
761	2537	4122
762	2540	4118
763	2543	4115
764	2546	4111
765	2550	4109
766	2554	4105
767	2556	4101
768	2560	4098
769	2563	4094
770	2566	4090
771	2569	4087
772	2572	4083
773	2576	4080
774	2578	4076
775	2582	4072
776	2585	4069
777	2589	4066
778	2592	4063
779	2596	4060
780	2599	4056
781	2603	4055
782	2606	4051
783	2609	4046
784	2612	4043
785	2616	4041
786	2619	4036
787	2622	4033
788	2626	4030
789	2629	4027
790	2632	4023
791	2636	4021
792	2639	4017
793	2642	4013
794	2645	4010
795	2649	4006
796	2652	4003
797	2655	4000
798	2659	3997
799	2662	3994
800	2666	3991
801	2669	3987
802	2673	3984
803	2678	3983
804	2683	3982
805	2686	3979
806	2689	3976
807	2693	3974
808	2697	3970
809	2700	3967
810	2704	3964
811	2707	3961
812	2710	3957
813	2714	3954
814	2717	3950
815	2719	3946
816	2722	3942
817	2725	3938
818	2729	3935
819	2732	3932
820	2735	3928
821	2739	3925
822	2742	3922
823	2745	3918
824	2748	3914
825	2752	3911
826	2755	3908
827	2758	3904
828	2761	3900
829	2764	3897
830	2768	3893
831	2771	3890
832	2774	3886
833	2778	3884
834	2781	3880
835	2784	3877
836	2788	3874
837	2791	3870
838	2796	3869
839	2799	3865
840	2802	3861
841	2806	3859
842	2809	3855
843	2812	3852
844	2815	3848
845	2819	3846
846	2822	3842
847	2825	3838
848	2829	3835
849	2833	3833
850	2837	3830
851	2840	3826
852	2843	3823
853	2846	3820
854	2850	3816
855	2853	3813
856	2857	3810
857	2860	3807
858	2864	3804
859	2867	3801
860	2871	3798
861	2874	3794
862	2877	3791
863	2881	3788
864	2884	3784
865	2888	3782
866	2892	3779
867	2895	3776
868	2899	3773
869	2902	3769
870	2905	3766
871	2908	3762
872	2912	3759
873	2915	3755
874	2919	3753
875	2922	3750
876	2926	3747
877	2929	3744
878	2932	3740
879	2936	3736
880	2939	3734
881	2942	3730
882	2946	3726
883	2949	3722
884	2952	3719
885	2956	3716
886	2959	3713
887	2962	3710
888	2966	3706
889	2969	3703
890	2972	3699
891	2975	3696
892	2978	3692
893	2982	3689
894	2985	3685
895	2988	3682
896	2992	3679
897	2995	3675
898	2998	3672
899	3002	3670
900	3006	3666
901	3009	3662
902	3013	3660
903	3017	3657
904	3021	3655
905	3024	3652
906	3028	3649
907	3032	3646
908	3036	3644
909	3039	3641
910	3043	3637
911	3046	3634
912	3049	3631
913	3053	3628
914	3057	3625
915	3060	3622
916	3064	3619
917	3067	3615
918	3071	3613
919	3075	3610
920	3078	3606
921	3082	3603
922	3085	3600
923	3088	3596
924	3091	3592
925	3094	3589
926	3097	3585
927	3100	3582
928	3103	3578
929	3106	3574
930	3109	3570
931	3112	3566
932	3115	3562
933	3118	3559
934	3121	3555
935	3124	3552
936	3128	3548
937	3131	3545
938	3133	3541
939	3138	3538
940	3141	3535
941	3144	3531
942	3148	3528
943	3151	3525
944	3154	3521
945	3157	3517
946	3160	3514
947	3163	3510
948	3167	3507
949	3170	3504
950	3173	3500
951	3176	3497
952	3180	3493
953	3183	3490
954	3186	3486
955	3189	3482
956	3192	3479
957	3195	3475
958	3198	3472
959	3202	3469
960	3205	3465
961	3208	3462
962	3211	3458
963	3214	3455
964	3219	3452
965	3222	3448
966	3224	3445
967	3227	3441
968	3230	3437
969	3233	3433
970	3237	3430
971	3239	3426
972	3242	3422
973	3246	3419
974	3249	3415
975	3252	3412
976	3256	3409
977	3259	3406
978	3263	3403
979	3266	3399
980	3270	3396
981	3273	3393
982	3277	3390
983	3279	3386
984	3283	3383
985	3286	3379
986	3289	3375
987	3292	3372
988	3295	3368
989	3298	3365
990	3301	3361
991	3304	3357
992	3307	3353
993	3310	3350
994	3313	3346
995	3316	3343
996	3320	3340
997	3323	3336
998	3326	3332
999	3329	3329
1000	3333	3327
1001	3337	3323
1002	3340	3320
1003	3345	3318
1004	3349	3316
1005	3353	3313
1006	3357	3310
1007	3360	3307
1008	3363	3303
1009	3366	3300
1010	3370	3296
1011	3373	3293
1012	3375	3289
1013	3379	3286
1014	3382	3282
1015	3386	3279
1016	3389	3276
1017	3393	3273
1018	3396	3270
1019	3399	3266
1020	3403	3263
1021	3406	3259
1022	3409	3256
1023	3413	3253
1024	3415	3249
1025	3419	3245
1026	3422	3242
1027	3426	3239
1028	3428	3235
1029	3431	3232
1030	3435	3228
1031	3438	3225
1032	3442	3222
1033	3446	3219
1034	3450	3216
1035	3453	3213
1036	3457	3210
1037	3461	3207
1038	3464	3204
1039	3468	3201
1040	3472	3198
1041	3475	3195
1042	3478	3191
1043	3482	3188
1044	3485	3185
1045	3488	3181
1046	3491	3177
1047	3494	3174
1048	3497	3170
1049	3500	3167
1050	3504	3164
1051	3508	3161
1052	3511	3158
1053	3514	3154
1054	3518	3151
1055	3520	3147
1056	3524	3144
1057	3527	3140
1058	3531	3137
1059	3535	3135
1060	3538	3131
1061	3541	3128
1062	3544	3124
1063	3547	3121
1064	3551	3117
1065	3554	3114
1066	3557	3110
1067	3561	3107
1068	3564	3104
1069	3567	3100
1070	3570	3097
1071	3574	3094
1072	3578	3091
1073	3581	3088
1074	3584	3084
1075	3588	3081
1076	3592	3078
1077	3595	3075
1078	3599	3072
1079	3603	3069
1080	3606	3065
1081	3609	3062
1082	3612	3058
1083	3616	3056
1084	3622	3054
1085	3625	3051
1086	3629	3048
1087	3632	3044
1088	3635	3041
1089	3638	3037
1090	3642	3034
1091	3645	3031
1092	3648	3027
1093	3652	3024
1094	3656	3021
1095	3659	3018
1096	3662	3015
1097	3666	3011
1098	3669	3008
1099	3672	3004
1100	3675	3001
1101	3679	2997
1102	3682	2994
1103	3686	2991
1104	3689	2988
1105	3693	2985
1106	3696	2982
1107	3700	2978
1108	3703	2975
1109	3707	2972
1110	3711	2969
1111	3714	2966
1112	3716	2962
1113	3720	2958
1114	3723	2955
1115	3727	2952
1116	3730	2948
1117	3734	2945
1118	3737	2942
1119	3740	2938
1120	3743	2935
1121	3747	2932
1122	3751	2929
1123	3755	2926
1124	3758	2923
1125	3761	2919
1126	3764	2916
1127	3768	2913
1128	3772	2910
1129	3775	2906
1130	3777	2902
1131	3780	2899
1132	3783	2895
1133	3787	2892
1134	3789	2888
1135	3792	2884
1136	3796	2881
1137	3799	2877
1138	3802	2874
1139	3806	2871
1140	3809	2867
1141	3812	2864
1142	3816	2861
1143	3820	2858
1144	3823	2855
1145	3827	2851
1146	3830	2848
1147	3834	2845
1148	3837	2842
1149	3840	2838
1150	3843	2834
1151	3846	2831
1152	3850	2828
1153	3854	2825
1154	3857	2822
1155	3860	2818
1156	3863	2814
1157	3866	2811
1158	3870	2808
1159	3873	2804
1160	3876	2801
1161	3879	2798
1162	3883	2794
1163	3886	2791
1164	3890	2788
1165	3893	2784
1166	3896	2781
1167	3899	2778
1168	3903	2774
1169	3905	2770
1170	3909	2767
1171	3912	2764
1172	3915	2760
1173	3918	2756
1174	3922	2753
1175	3925	2750
1176	3929	2747
1177	3932	2744
1178	3936	2741
1179	3939	2737
1180	3942	2734
1181	3945	2730
1182	3948	2727
1183	3951	2723
1184	3954	2720
1185	3959	2717
1186	3962	2713
1187	3966	2710
1188	3969	2707
1189	3972	2703
1190	3975	2700
1191	3978	2696
1192	3982	2694
1193	3985	2690
1194	3989	2687
1195	3992	2684
1196	3995	2680
1197	3999	2677
1198	4002	2674
1199	4006	2670
1200	4009	2667
1201	4012	2663
1202	4015	2660
1203	4019	2657
1204	4024	2655
1205	4028	2652
1206	4031	2648
1207	4035	2645
1208	4040	2643
1209	4043	2639
1210	4046	2636
1211	4050	2633
1212	4053	2629
1213	4056	2626
1214	4059	2622
1215	4062	2619
1216	4066	2616
1217	4069	2612
1218	4073	2609
1219	4076	2606
1220	4079	2603
1221	4083	2600
1222	4087	2596
1223	4090	2593
1224	4094	2590
1225	4097	2586
1226	4100	2583
1227	4104	2580
1228	4107	2576
1229	4110	2573
1230	4113	2569
1231	4117	2566
1232	4120	2563
1233	4124	2560
1234	4127	2556
1235	4130	2553
1236	4133	2549
1237	4136	2546
1238	4140	2542
1239	4143	2539
1240	4146	2535
1241	4150	2533
1242	4153	2529
1243	4156	2525
1244	4159	2522
1245	4161	2518
1246	4165	2515
1247	4169	2512
1248	4173	2509
1249	4176	2505
1250	4179	2502
1251	4182	2499
1252	4186	2495
1253	4189	2492
1254	4192	2488
1255	4195	2485
1256	4199	2482
1257	4202	2478
1258	4205	2475
1259	4208	2471
1260	4211	2467
1261	4214	2464
1262	4217	2461
1263	4220	2457
1264	4223	2454
1265	4226	2450
1266	4229	2447
1267	4233	2444
1268	4237	2441
1269	4240	2437
1270	4243	2434
1271	4247	2430
1272	4251	2427
1273	4254	2424
1274	4259	2421
1275	4263	2419
1276	4266	2415
1277	4269	2412
1278	4272	2408
1279	4275	2405
1280	4279	2402
1281	4282	2398
1282	4286	2395
1283	4289	2392
1284	4293	2388
1285	4296	2385
1286	4300	2382
1287	4303	2378
1288	4306	2375
1289	4309	2371
1290	4312	2368
1291	4315	2364
1292	4318	2361
1293	4321	2357
1294	4324	2354
1295	4328	2351
1296	4331	2347
1297	4334	2344
1298	4338	2341
1299	4342	2338
1300	4345	2334
1301	4348	2331
1302	4351	2327
1303	4355	2324
1304	4359	2321
1305	4363	2318
1306	4366	2315
1307	4370	2312
1308	4373	2308
1309	4377	2305
1310	4381	2302
1311	4385	2299
1312	4389	2296
1313	4392	2293
1314	4395	2289
1315	4398	2285
1316	4401	2282
1317	4404	2279
1318	4408	2276
1319	4411	2272
1320	4414	2269
1321	4418	2265
1322	4422	2263
1323	4426	2259
1324	4429	2256
1325	4432	2253
1326	4435	2249
1327	4438	2246
1328	4441	2242
1329	4444	2238
1330	4447	2235
1331	4449	2231
1332	4453	2228
1333	4456	2224
1334	4459	2221
1335	4463	2218
1336	4466	2214
1337	4469	2211
1338	4472	2207
1339	4475	2204
1340	4478	2200
1341	4481	2197
1342	4485	2194
1343	4489	2191
1344	4493	2188
1345	4497	2185
1346	4500	2181
1347	4503	2178
1348	4506	2174
1349	4509	2171
1350	4511	2167
1351	4515	2164
1352	4519	2161
1353	4523	2157
1354	4527	2155
1355	4532	2152
1356	4536	2149
1357	4541	2146
1358	4544	2143
1359	4548	2140
1360	4552	2137
1361	4555	2133
1362	4558	2130
1363	4560	2126
1364	4563	2123
1365	4567	2119
1366	4570	2116
1367	4574	2113
1368	4577	2109
1369	4580	2106
1370	4582	2102
1371	4586	2099
1372	4589	2095
1373	4592	2092
1374	4596	2089
1375	4600	2086
1376	4603	2082
1377	4606	2079
1378	4609	2075
1379	4613	2072
1380	4616	2069
1381	4620	2066
1382	4624	2062
1383	4627	2059
1384	4630	2055
1385	4634	2053
1386	4637	2049
1387	4642	2046
1388	4644	2043
1389	4647	2039
1390	4651	2036
1391	4654	2032
1392	4657	2029
1393	4661	2026
1394	4664	2022
1395	4667	2019
1396	4672	2016
1397	4676	2013
1398	4680	2010
1399	4684	2007
1400	4687	2004
1401	4690	2000
1402	4694	1997
1403	4698	1994
1404	4703	1991
1405	4706	1988
1406	4709	1985
1407	4714	1982
1408	4717	1978
1409	4723	1976
1410	4726	1973
1411	4729	1969
1412	4733	1966
1413	4736	1962
1414	4739	1959
1415	4742	1955
1416	4747	1953
1417	4750	1949
1418	4753	1946
1419	4757	1943
1420	4760	1939
1421	4764	1936
1422	4768	1933
1423	4771	1929
1424	4774	1926
1425	4778	1923
1426	4781	1920
1427	4785	1916
1428	4787	1913
1429	4791	1909
1430	4795	1906
1431	4798	1903
1432	4802	1900
1433	4805	1896
1434	4808	1893
1435	4811	1889
1436	4814	1886
1437	4817	1882
1438	4820	1879
1439	4824	1876
1440	4827	1872
1441	4831	1869
1442	4835	1866
1443	4838	1863
1444	4842	1859
1445	4845	1856
1446	4848	1852
1447	4852	1849
1448	4855	1846
1449	4858	1842
1450	4861	1839
1451	4864	1835
1452	4867	1832
1453	4871	1829
1454	4874	1825
1455	4877	1822
1456	4880	1818
1457	4883	1815
1458	4886	1812
1459	4890	1808
1460	4893	1805
1461	4898	1802
1462	4901	1799
1463	4904	1795
1464	4908	1792
1465	4911	1789
1466	4915	1785
1467	4918	1782
1468	4922	1779
1469	4926	1776
1470	4929	1772
1471	4933	1769
1472	4936	1766
1473	4939	1762
1474	4943	1759
1475	4946	1756
1476	4949	1752
1477	4954	1749
1478	4958	1746
1479	4962	1743
1480	4965	1740
1481	4968	1736
1482	4972	1733
1483	4976	1730
1484	4979	1726
1485	4982	1723
1486	4986	1720
1487	4990	1717
1488	4993	1713
1489	4997	1710
1490	5000	1707
1491	5003	1703
1492	5007	1700
1493	5010	1696
1494	5013	1693
1495	5016	1690
1496	5019	1686
1497	5023	1683
1498	5026	1679
1499	5029	1676
1500	5032	1672
1501	5035	1669
1502	5039	1666
1503	5043	1663
1504	5046	1659
1505	5051	1657
1506	5055	1653
1507	5058	1650
1508	5062	1647
1509	5065	1643
1510	5069	1640
1511	5072	1637
1512	5077	1634
1513	5079	1630
1514	5082	1627
1515	5085	1623
1516	5088	1620
1517	5092	1616
1518	5095	1613
1519	5099	1610
1520	5103	1607
1521	5106	1603
1522	5110	1600
1523	5113	1597
1524	5116	1593
1525	5120	1590
1526	5123	1587
1527	5127	1583
1528	5130	1580
1529	5134	1577
1530	5138	1573
1531	5141	1570
1532	5144	1567
1533	5148	1563
1534	5152	1560
1535	5155	1557
1536	5158	1553
1537	5161	1550
1538	5164	1547
1539	5168	1543
1540	5171	1540
1541	5174	1537
1542	5178	1533
1543	5181	1530
1544	5185	1527
1545	5188	1523
1546	5191	1520
1547	5195	1517
1548	5198	1513
1549	5202	1510
1550	5205	1507
1551	5209	1503
1552	5212	1500
1553	5216	1497
1554	5218	1493
1555	5222	1490
1556	5225	1486
1557	5230	1483
1558	5233	1480
1559	5236	1477
1560	5240	1473
1561	5243	1470
1562	5247	1467
1563	5251	1463
1564	5254	1460
1565	5258	1457
1566	5262	1454
1567	5266	1451
1568	5270	1447
1569	5274	1444
1570	5277	1441
1571	5280	1437
1572	5284	1434
1573	5287	1431
1574	5290	1427
1575	5293	1424
1576	5298	1421
1577	5301	1417
1578	5306	1414
1579	5310	1411
1580	5313	1408
1581	5316	1404
1582	5319	1401
1583	5323	1398
1584	5327	1394
1585	5330	1391
1586	5333	1387
1587	5337	1384
1588	5339	1381
1589	5343	1377
1590	5346	1374
1591	5349	1371
1592	5353	1367
1593	5357	1364
1594	5360	1361
1595	5364	1357
1596	5367	1354
1597	5371	1351
1598	5375	1347
1599	5378	1344
1600	5382	1341
1601	5386	1338
1602	5390	1334
1603	5393	1331
1604	5396	1328
1605	5401	1325
1606	5405	1321
1607	5409	1318
1608	5413	1315
1609	5417	1312
1610	5421	1309
1611	5425	1305
1612	5429	1302
1613	5434	1299
1614	5437	1296
1615	5441	1293
1616	5445	1289
1617	5448	1286
1618	5451	1282
1619	5455	1279
1620	5458	1276
1621	5460	1272
1622	5465	1269
1623	5468	1266
1624	5472	1262
1625	5475	1259
1626	5478	1255
1627	5481	1252
1628	5484	1249
1629	5488	1245
1630	5491	1242
1631	5494	1239
1632	5497	1235
1633	5501	1232
1634	5505	1229
1635	5510	1225
1636	5513	1222
1637	5516	1219
1638	5519	1215
1639	5522	1212
1640	5526	1208
1641	5529	1205
1642	5533	1202
1643	5537	1199
1644	5541	1195
1645	5544	1192
1646	5548	1189
1647	5552	1185
1648	5555	1182
1649	5558	1179
1650	5562	1175
1651	5566	1172
1652	5569	1169
1653	5572	1165
1654	5575	1162
1655	5579	1158
1656	5582	1155
1657	5586	1152
1658	5589	1148
1659	5592	1145
1660	5596	1142
1661	5599	1138
1662	5602	1135
1663	5606	1132
1664	5609	1128
1665	5613	1125
1666	5617	1122
1667	5621	1118
1668	5624	1115
1669	5627	1112
1670	5630	1108
1671	5634	1105
1672	5637	1101
1673	5639	1098
1674	5643	1094
1675	5646	1091
1676	5649	1088
1677	5653	1084
1678	5656	1081
1679	5659	1077
1680	5663	1074
1681	5667	1071
1682	5669	1067
1683	5673	1064
1684	5676	1061
1685	5680	1057
1686	5683	1054
1687	5687	1051
1688	5690	1047
1689	5694	1044
1690	5698	1041
1691	5701	1037
1692	5704	1034
1693	5707	1031
1694	5710	1027
1695	5714	1024
1696	5717	1020
1697	5721	1017
