iter	MultiClass
1316	0.1704996561
1317	0.1703609246
1318	0.1701691227
1319	0.1701094154
1320	0.1700374395
1321	0.1698032534
1322	0.1696895043
1323	0.1696320084
1324	0.1695380164
1325	0.1694525316
1326	0.1693066438
1327	0.1691401292
1328	0.1690198478
1329	0.1689402549
1330	0.1687309814
1331	0.1685536332
1332	0.1683766354
1333	0.1682481812
1334	0.1681265847
1335	0.1679295492
1336	0.1678011627
1337	0.167646371
1338	0.1675010667
1339	0.1674279411
1340	0.1672782524
1341	0.1671901724
1342	0.1669082707
1343	0.1666934294
1344	0.1666250056
1345	0.1666140835
1346	0.1665189747
1347	0.1663870739
1348	0.1662317266
1349	0.1661184848
1350	0.1659754646
1351	0.1658789616
1352	0.1657314057
1353	0.1655676215
1354	0.1655349286
1355	0.1654139621
1356	0.1653209092
1357	0.1650957485
1358	0.1650354867
1359	0.1649994643
1360	0.1648547344
1361	0.1647233884
1362	0.1646323967
1363	0.1645983408
1364	0.1645495276
1365	0.1644722243
1366	0.1643799535
1367	0.1642457223
1368	0.1641321258
1369	0.1640822893
1370	0.1639679596
1371	0.1638317863
1372	0.1637295917
1373	0.163692587
1374	0.1635341679
1375	0.1633665996
1376	0.163166699
1377	0.163119959
1378	0.1629945695
1379	0.1628884673
1380	0.1627930498
1381	0.1626879371
1382	0.1625147905
1383	0.1624190066
1384	0.1622231326
1385	0.1620866173
1386	0.161848083
1387	0.1618272665
1388	0.1617151857
1389	0.1615933032
1390	0.1615031683
1391	0.1614761102
1392	0.1614059086
1393	0.1612029572
1394	0.1611337139
1395	0.1609515124
1396	0.1608722281
1397	0.160710461
1398	0.1606744132
1399	0.1603930454
1400	0.1602436081
1401	0.1600188811
1402	0.1598872507
1403	0.1598218641
1404	0.1597200572
1405	0.1596054109
1406	0.1594867092
1407	0.1594444581
1408	0.1593999642
1409	0.1592993382
1410	0.1592208741
1411	0.1590164213
1412	0.1588374227
1413	0.1586726934
1414	0.1585074796
1415	0.1583895063
1416	0.1582556548
1417	0.1580628512
1418	0.1579966629
1419	0.1579124474
1420	0.1578529988
1421	0.1577244865
1422	0.1576772202
1423	0.1575694795
1424	0.1575085579
1425	0.157305066
1426	0.1571500237
1427	0.1570770326
1428	0.1569739716
1429	0.1568726258
1430	0.1568391822
1431	0.1568279592
1432	0.156652225
1433	0.1563045615
1434	0.1562304212
1435	0.1559865794
1436	0.1558780881
1437	0.1558560758
1438	0.155732923
1439	0.1556584619
1440	0.1554463428
1441	0.1553612062
1442	0.1551323228
1443	0.1549069396
1444	0.1547289495
1445	0.15463098
1446	0.1546077728
1447	0.1544970301
1448	0.1543200398
1449	0.1542245031
1450	0.1540979738
1451	0.1539007148
1452	0.15364668
1453	0.1535596907
1454	0.1534347936
1455	0.1533491794
1456	0.1532804998
1457	0.1531573276
1458	0.1530192204
1459	0.1529277737
1460	0.1529231438
1461	0.1528606669
1462	0.1527561367
1463	0.1525714189
1464	0.1524425306
1465	0.1523035644
1466	0.1522802256
1467	0.1521890308
1468	0.1520909418
1469	0.1519623629
1470	0.1518945958
1471	0.1517617761
1472	0.1517277641
1473	0.1516520035
1474	0.1515163324
1475	0.1513485551
1476	0.1512424526
1477	0.1510460546
1478	0.1508756332
1479	0.150841235
1480	0.1507979688
1481	0.1506453939
1482	0.1506079305
1483	0.150497306
1484	0.1504469624
1485	0.1504067625
1486	0.1503046239
1487	0.1502293702
1488	0.1500622131
1489	0.1499765749
1490	0.1497725848
1491	0.1495412904
1492	0.1493938284
1493	0.1492433558
1494	0.14914208
1495	0.1491156047
1496	0.1490920501
1497	0.1489893551
1498	0.1488202869
1499	0.1487081401
1500	0.1485869082
1501	0.1485114615
1502	0.1483896895
1503	0.1483103783
1504	0.1482136325
1505	0.1481841272
1506	0.1480420122
1507	0.1479425117
1508	0.1478380749
1509	0.1477301568
1510	0.1476811941
1511	0.1476047358
1512	0.1474856432
1513	0.147394725
1514	0.1471974038
1515	0.1470832604
1516	0.1469218989
1517	0.1468935484
1518	0.1468432127
1519	0.1467722267
1520	0.1466634606
1521	0.1466065851
1522	0.1464325668
1523	0.1463858393
1524	0.146318875
1525	0.146232235
1526	0.1461674445
1527	0.1461098814
